League,Team,Player,MarketValueEUR
Eredivisie,Feyenoord Rotterdam,Timon Wellenreuther,7000000
Eredivisie,Feyenoord Rotterdam,Liam Bossin,400000
Eredivisie,Feyenoord Rotterdam,Steven Benda,1000000
Eredivisie,Feyenoord Rotterdam,Gernot Trauner,2000000
Eredivisie,Feyenoord Rotterdam,Bart Nieuwkoop,2000000
Eredivisie,Feyenoord Rotterdam,Mats Deijl,2000000
Eredivisie,Feyenoord Rotterdam,Jordan Lotomba,5000000
Eredivisie,Feyenoord Rotterdam,Gijs Smal,6000000
Eredivisie,Feyenoord Rotterdam,Anel Ahmedhodzic,18000000
Eredivisie,Feyenoord Rotterdam,Tsuyoshi Watanabe,10000000
Eredivisie,Feyenoord Rotterdam,Neraysho Kasanwirjo,1800000
Eredivisie,Feyenoord Rotterdam,Thomas Beelen,7000000
Eredivisie,Feyenoord Rotterdam,Jordan Bos,5000000
Eredivisie,Feyenoord Rotterdam,Givairo Read,25000000
Eredivisie,Fortuna Sittard,Nick Marsman,300000
Eredivisie,Fortuna Sittard,Luuk Koopmans,150000
Eredivisie,Fortuna Sittard,Mattijs Branderhorst,850000
Eredivisie,Fortuna Sittard,Niels Martens,25000
Eredivisie,Fortuna Sittard,Ramazan Bayram,25000
Eredivisie,Fortuna Sittard,Ivo Pinto,250000
Eredivisie,Fortuna Sittard,Daley Sinkgraven,400000
Eredivisie,Fortuna Sittard,Iván Márquez,550000
Eredivisie,Fortuna Sittard,Shawn Adewoye,1300000
Eredivisie,Fortuna Sittard,Neraysho Kasanwirjo,1800000
Eredivisie,Fortuna Sittard,Syb van Ottele,800000
Eredivisie,Fortuna Sittard,Jasper Dahlhaus,1300000
Eredivisie,Fortuna Sittard,Justin Hubner,350000
Eredivisie,Fortuna Sittard,Alen Halilovic,800000
Eredivisie,Fortuna Sittard,Mohamed Ihattaren,300000
Eredivisie,Fortuna Sittard,Yassin Oukili,800000
Eredivisie,Fortuna Sittard,Edouard Michut,2500000
Eredivisie,Go Ahead Eagles,Jari De Busser,3000000
Eredivisie,Go Ahead Eagles,Luca Plogmann,400000
Eredivisie,Go Ahead Eagles,Sven Jansen,50000
Eredivisie,Go Ahead Eagles,Nando Verdoni,25000
Eredivisie,Go Ahead Eagles,Gerrit Nauber,350000
Eredivisie,Go Ahead Eagles,Joris Kramer,1800000
Eredivisie,Go Ahead Eagles,Alfons Sampsted,1500000
Eredivisie,Go Ahead Eagles,Dean James,2000000
Eredivisie,Go Ahead Eagles,Julius Dirksen,350000
Eredivisie,Go Ahead Eagles,Giovanni van Zwam,100000
Eredivisie,Go Ahead Eagles,Pim Saathof,75000
Eredivisie,Go Ahead Eagles,Aske Adelgaard,700000
Eredivisie,Go Ahead Eagles,Nick Marsman,300000
Eredivisie,Go Ahead Eagles,Melle Meulensteen,900000
Eredivisie,Go Ahead Eagles,Evert Linthorst,1500000
Eredivisie,Go Ahead Eagles,Jakob Breum,4500000
Eredivisie,Go Ahead Eagles,Calvin Twigt,750000
Eredivisie,Go Ahead Eagles,Robbin Weijenberg,250000
Eredivisie,Heerenveen,Andries Noppert,500000
Eredivisie,Heerenveen,Jan Bekkema,50000
Eredivisie,Heerenveen,Nordin Bakker,400000
Eredivisie,Heerenveen,Bernt Klaverboer,1000000
Eredivisie,Heerenveen,Sam Kersten,1500000
Eredivisie,Heerenveen,Vasilios Zagaritis,2000000
Eredivisie,Heerenveen,Hristiyan Petrov,500000
Eredivisie,Heerenveen,Nikolai Hopland,2000000
Eredivisie,Heerenveen,Oliver Braude,4500000
Eredivisie,Heerenveen,Mats Egbring,75000
Eredivisie,Heerenveen,Luuk Brouwers,2000000
Eredivisie,Heerenveen,Ringo Meerveld,4000000
Eredivisie,Heerenveen,Maxence Rivera,350000
Eredivisie,Heerenveen,Marcus Linday,3500000
Eredivisie,Heracles Almelo,Remko Pasveer,150000
Eredivisie,Heracles Almelo,Fabian De Keijzer,700000
Eredivisie,Heracles Almelo,Robin Mantel,50000
Eredivisie,Heracles Almelo,Timo Jansink,300000
Eredivisie,Heracles Almelo,Mike te Wierik,400000
Eredivisie,Heracles Almelo,Damon Mirani,650000
Eredivisie,Heracles Almelo,Djevencio van der Kust,1200000
Eredivisie,Heracles Almelo,Alec Van Hoorenbeeck,800000
Eredivisie,Heracles Almelo,Ivan Mesik,900000
Eredivisie,Heracles Almelo,Jannes Wieckhoff,500000
Eredivisie,Heracles Almelo,Sava-Arangel Cestic,200000
Eredivisie,NAC Breda,Kostas Lamprou,300000
Eredivisie,NAC Breda,Roy Kortsmit,150000
Eredivisie,NAC Breda,Daniel Bielica,1000000
Eredivisie,NAC Breda,Denis Odoi,200000
Eredivisie,NAC Breda,Enes Mahmutovic,400000
Eredivisie,NAC Breda,Boy Kemper,500000
Eredivisie,NAC Breda,Boyd Lucassen,550000
Eredivisie,NAC Breda,Leo Greiml,1200000
Eredivisie,NEC Nijmegen,Jasper Cillessen,1300000
Eredivisie,NEC Nijmegen,Rijk Janse,25000
Eredivisie,NEC Nijmegen,Bram Nuytinck,250000
Eredivisie,NEC Nijmegen,Jetro Willems,400000
Eredivisie,NEC Nijmegen,Eli Dasa,800000
Eredivisie,NEC Nijmegen,Thomas Ouwejan,900000
Eredivisie,NEC Nijmegen,Philippe Sandler,3000000
Eredivisie,NEC Nijmegen,Ahmetcan Kaplan,5000000
Eredivisie,NEC Nijmegen,Brayann Pereira,700000
Eredivisie,NEC Nijmegen,Tjaronn Chery,400000
Eredivisie,NEC Nijmegen,Jamiro Monteiro,750000
Eredivisie,NEC Nijmegen,Willum Thór Willumsson,3000000
Eredivisie,NEC Nijmegen,Dirk Proper,2300000
Eredivisie,PEC Zwolle,Jasper Schendelaar,2000000
Eredivisie,PEC Zwolle,Duke Verduin,25000
Eredivisie,PEC Zwolle,Tom De Graaff,600000
Eredivisie,PEC Zwolle,Sherel Floranus,800000
Eredivisie,PEC Zwolle,Simon Graves,800000
Eredivisie,PEC Zwolle,Tijs Velthuis,800000
Eredivisie,PEC Zwolle,Anselmo Garcia MacNulty,1000000
Eredivisie,PEC Zwolle,Olivier Aertssen,750000
Eredivisie,PEC Zwolle,Damian Van Der Haar,200000
Eredivisie,PEC Zwolle,Tristan Gooijer,2000000
Eredivisie,PEC Zwolle,Nick Viergever,350000
Eredivisie,PEC Zwolle,Ryan Thomas,900000
Eredivisie,PEC Zwolle,Odysseus Velanas,500000
Eredivisie,PEC Zwolle,Thijs Oosting,700000
Eredivisie,PEC Zwolle,Nick Fichtinger,350000
Eredivisie,PSV Eindhoven,Nick Olij,3000000
Eredivisie,PSV Eindhoven,Matej Kovár,7000000
Eredivisie,PSV Eindhoven,Niek Schiks,300000
Eredivisie,PSV Eindhoven,Tijn Smolenaars,100000
Eredivisie,PSV Eindhoven,Armando Obispo,3000000
Eredivisie,PSV Eindhoven,Mauro Júnior,17000000
Eredivisie,PSV Eindhoven,Sergiño Dest,18000000
Eredivisie,PSV Eindhoven,Anass Salah-Eddine,12000000
Eredivisie,PSV Eindhoven,Kiliann Sildillia,15000000
Eredivisie,PSV Eindhoven,Ryan Flamingo,17000000
Eredivisie,PSV Eindhoven,Yarek Gasiorowski,16000000
Eredivisie,PSV Eindhoven,Wessel Kuhn,500000
Eredivisie,PSV Eindhoven,Joel Drommel,2000000
Eredivisie,PSV Eindhoven,Adamo Nagalo,3000000
Eredivisie,PSV Eindhoven,Jerdy Schouten,22000000
Eredivisie,PSV Eindhoven,Joey Veerman,27000000
Eredivisie,PSV Eindhoven,Guus Til,15000000
Eredivisie,PSV Eindhoven,Paul Wanner,14000000
Eredivisie,Sparta Rotterdam,Filip Bednarek,700000
Eredivisie,Sparta Rotterdam,Joel Drommel,2000000
Eredivisie,Sparta Rotterdam,Pascal Kuiper,75000
Eredivisie,Sparta Rotterdam,Patrick van Aanholt,400000
Eredivisie,Sparta Rotterdam,Bruno Martins Indi,1000000
Eredivisie,Sparta Rotterdam,Saïd Bakari,800000
Eredivisie,Sparta Rotterdam,Teo Quintero,800000
Eredivisie,Sparta Rotterdam,Shurandy Sambo,2000000
Eredivisie,Sparta Rotterdam,Max De Ligt,75000
Eredivisie,Sparta Rotterdam,Marvin Young,4000000
Eredivisie,Sparta Rotterdam,Joel Ideho,400000
Eredivisie,Sparta Rotterdam,Casper Terho,1500000
Eredivisie,Sparta Rotterdam,Youri Schoonderwaldt,300000
Eredivisie,Sparta Rotterdam,Boyd Reith,350000
Eredivisie,Sparta Rotterdam,Nick Verschuren,700000
Eredivisie,Sparta Rotterdam,Jens Toornstra,300000
Eredivisie,Sparta Rotterdam,Julian Baas,1300000
Eredivisie,Telstar,Daan Reiziger,150000
Eredivisie,Telstar,Dion Malone,350000
Eredivisie,Telstar,Danny Bakker,450000
Eredivisie,Telstar,Jeff Hardeveld,300000
Eredivisie,Telstar,Marvin Peersman,500000
Eredivisie,Telstar,Gerald Alders,700000
Eredivisie,Telstar,Nils Rossen,75000
Eredivisie,Telstar,Isaiah Ahmed,125000
Primeira Liga,AVS,Cristian Devenish,700000
Primeira Liga,AVS,Rúben Semedo,3000000
Primeira Liga,AVS,Guillem Molina,300000
Primeira Liga,Alverca,André Paulo,100000
Primeira Liga,Alverca,Jhonatan,200000
Primeira Liga,Alverca,Sergi Gómez,2000000
Primeira Liga,Alverca,Steven Baseya,50000
Primeira Liga,Alverca,Bastien Meupiyou,4000000
Primeira Liga,Alverca,Diogo Spencer,750000
Primeira Liga,Alverca,Sabit Abdulai,200000
Primeira Liga,Alverca,André Gomes,2500000
Primeira Liga,Arouca,Ignacio De Arruabarrena,2000000
Primeira Liga,Arouca,Jakub Vinarcik,300000
Primeira Liga,Arouca,Javi Sánchez,2500000
Primeira Liga,Arouca,Tiago Esgaio,900000
Primeira Liga,Arouca,José Fontán,1000000
Primeira Liga,Arouca,Boris Popovic,1200000
Primeira Liga,Arouca,Diogo Monteiro,500000
Primeira Liga,Arouca,Matías Rocha,400000
Primeira Liga,Arouca,Pablo Gozálbez,500000
Primeira Liga,Arouca,Taichi Fukui,2000000
Primeira Liga,Arouca,Pedro Santos,800000
Primeira Liga,Arouca,Espen Van Ee,1000000
Primeira Liga,Arouca,Brian Mansilla,1000000
Primeira Liga,Arouca,Näis Djouahra,900000
Primeira Liga,Arouca,Alfonso Trezza,1000000
Primeira Liga,Arouca,Miguel Puche,400000
Primeira Liga,Arouca,João Valido,500000
Primeira Liga,Arouca,Bas Kuipers,800000
Primeira Liga,Arouca,Amadou Dante,1500000
Primeira Liga,Benfica,Anatoliy Trubin,28000000
Primeira Liga,Benfica,Samuel Soares,4000000
Primeira Liga,Benfica,Alexander Bah,9000000
Primeira Liga,Benfica,Joshua Wynder,1500000
Primeira Liga,Benfica,Samuel Dahl,9000000
Primeira Liga,Benfica,Tomás Araújo,28000000
Primeira Liga,Benfica,António Silva,30000000
Primeira Liga,Benfica,João Fonseca,600000
Primeira Liga,Benfica,Fredrik Aursnes,17000000
Primeira Liga,Benfica,Leandro Barreiro,15000000
Primeira Liga,Braga,Tiago Sá,800000
Primeira Liga,Braga,Lukás Hornícek,10000000
Primeira Liga,Braga,João Carvalho,3000000
Primeira Liga,Braga,Paulo Oliveira,1500000
Primeira Liga,Braga,Sikou Niakate,6000000
Primeira Liga,Braga,Víctor Gómez,7000000
Primeira Liga,Braga,Bright Arrey-Mbi,7000000
Primeira Liga,Braga,Gustaf Lagerbielke,5000000
Primeira Liga,Braga,Leonardo Lelo,8000000
Primeira Liga,Braga,Diogo Travassos,2500000
Primeira Liga,C.D. Nacional,João Gonçalves,600000
Primeira Liga,C.D. Nacional,Ivanildo Fernandes,200000
Primeira Liga,C.D. Nacional,Ulisses,1000000
Primeira Liga,C.D. Nacional,José Gomes,1000000
Primeira Liga,C.D. Nacional,Filipe Soares,700000
Primeira Liga,C.D. Nacional,Matheus Dias,1500000
Primeira Liga,C.D. Nacional,Miguel Baeza,700000
Primeira Liga,C.D. Nacional,Chiheb Labidi,500000
Primeira Liga,C.D. Nacional,Joel Silva,400000
Primeira Liga,C.D. Nacional,Lucas França,600000
Primeira Liga,C.D. Nacional,João Aurélio,50000
Primeira Liga,C.D. Nacional,Lenny Vallier,600000
Primeira Liga,C.D. Nacional,André Sousa,50000
Primeira Liga,C.D. Nacional,Jota,75000
Primeira Liga,Casa Pia,Ricardo Batista,100000
Primeira Liga,Casa Pia,Patrick Sequeira,3500000
Primeira Liga,Casa Pia,André Gomes,2500000
Primeira Liga,Casa Pia,Daniel Azevedo,100000
Primeira Liga,Casa Pia,André Geraldes,200000
Primeira Liga,Casa Pia,Abdu Conté,1500000
Primeira Liga,Casa Pia,Kaique Rocha,1000000
Primeira Liga,Casa Pia,Joao Goulart,1000000
Primeira Liga,Casa Pia,Kaly,250000
Primeira Liga,Casa Pia,Raúl Blanco,300000
Primeira Liga,Casa Pia,Lawrence Ofori,2000000
Primeira Liga,Casa Pia,David Sousa,500000
Primeira Liga,Casa Pia,Cassiano,150000
Primeira Liga,Casa Pia,Rochinha,600000
Primeira Liga,Casa Pia,Jeremy Livolant,2000000
Primeira Liga,Casa Pia,Rodrigo Moura,300000
Primeira Liga,Casa Pia,José Fonte,100000
Primeira Liga,Casa Pia,Gaizka Larrazabal,2000000
Primeira Liga,Estoril,Joel Robles,400000
Primeira Liga,Estoril,Martin Turk,400000
Primeira Liga,Estoril,Diogo Dias,200000
Primeira Liga,Estoril,Ferro,600000
Primeira Liga,Estoril,Ricard Sánchez,2500000
Primeira Liga,Estoril,Antef Tsoungui,250000
Primeira Liga,Estoril,Felix Bacher,2000000
Primeira Liga,Estoril,Goncalo Costa,400000
Primeira Liga,Estoril,Pedro Carvalho,500000
Primeira Liga,Estoril,João Carvalho,3000000
Primeira Liga,Estoril,Jordan Holsgrove,3500000
Primeira Liga,Estoril,Rafik Guitane,3500000
Primeira Liga,Estoril,Xeka,1000000
Primeira Liga,Estoril,Jandro Orellana,1000000
Primeira Liga,Estoril,Tiago Brito,200000
Primeira Liga,Estoril,Pedro Amaral,1000000
Primeira Liga,Estoril,Kévin Boma,4000000
Primeira Liga,Estrela,Renan Ribeiro,250000
Primeira Liga,Estrela,Bruno Langa,1500000
Primeira Liga,Estrela,Jefferson Encada,300000
Primeira Liga,Estrela,Yahya Kalley,300000
Primeira Liga,Estrela,Issiar Dramé,400000
Primeira Liga,Estrela,Stefan Lekovic,2500000
Primeira Liga,Estrela,Max Scholze,700000
Primeira Liga,FC Famalicao,Ivan Zlobin,300000
Primeira Liga,FC Famalicao,Lazar Carevic,1200000
Primeira Liga,FC Famalicao,Gustavo,900000
Primeira Liga,FC Famalicao,Marcos Peña,1000000
Primeira Liga,FC Famalicao,Gustavo Sá,8000000
Primeira Liga,FC Famalicao,Paulo Moreira,800000
Primeira Liga,FC Famalicao,Rodrigo Ribeiro,2500000
Primeira Liga,FC Famalicao,Justin de Haas,4000000
Primeira Liga,FC Porto,Gabriel Veron,7000000
Primeira Liga,FC Porto,Joao Costa,800000
Primeira Liga,FC Porto,Cláudio Ramos,1000000
Primeira Liga,FC Porto,Diogo Costa,40000000
Primeira Liga,FC Porto,Diogo Fernandes,800000
Primeira Liga,FC Porto,Jan Bednarek,11000000
Primeira Liga,FC Porto,Nehuén Pérez,13000000
Primeira Liga,FC Porto,Zaidu Sanusi,3000000
Primeira Liga,FC Porto,Martim Fernandes,12000000
Primeira Liga,FC Porto,Stephen Eustáquio,11000000
Primeira Liga,FC Porto,Gabri Veiga,23000000
Primeira Liga,FC Porto,Gonçalo Ribeiro,1500000
Primeira Liga,Gil Vicente,Ricardo Esgaio,800000
Primeira Liga,Gil Vicente,Ghislain Konan,6500000
Primeira Liga,Gil Vicente,Weverson,1500000
Primeira Liga,Gil Vicente,Marvin Elimbi,2500000
Primeira Liga,Gil Vicente,Antonio Espigares,500000
Primeira Liga,Gil Vicente,Jonathan Mutombo,400000
Primeira Liga,Gil Vicente,Arthur Tchaptchet,50000
Primeira Liga,Gil Vicente,Facundo Cáseres,2000000
Primeira Liga,Gil Vicente,Zé Carlos,1500000
Primeira Liga,Gil Vicente,Diogo Pereira,100000
Primeira Liga,Gil Vicente,Zé Carlos,1500000
Primeira Liga,Moreirense,Joel Jorquera,200000
Primeira Liga,Moreirense,André Ferreira,600000
Primeira Liga,Moreirense,Dinis Pinto,3000000
Primeira Liga,Moreirense,Gilberto Batista,400000
Primeira Liga,Moreirense,Leandro Santos,1000000
Primeira Liga,Moreirense,Guilherme Liberato,300000
Primeira Liga,Moreirense,Nile John,400000
Primeira Liga,Moreirense,Rodri Alonso,300000
Primeira Liga,Moreirense,Jimi Gower,100000
Primeira Liga,Moreirense,Miguel Rebelo,200000
Primeira Liga,Moreirense,Mika,100000
Primeira Liga,Moreirense,Caio Secco,100000
Primeira Liga,Moreirense,Michel,800000
Primeira Liga,Moreirense,Diogo Travassos,2500000
Primeira Liga,Rio Ave,Tim,150000
Primeira Liga,Rio Ave,Kevin Chamorro,300000
Primeira Liga,Rio Ave,Cezary Miszta,3000000
Primeira Liga,Rio Ave,Ennio van der Gouw,400000
Primeira Liga,Rio Ave,Jakub Brabec,600000
Primeira Liga,Rio Ave,Nelson Abbey,1000000
Primeira Liga,Rio Ave,Andreas Ntoi,4000000
Primeira Liga,Rio Ave,Francisco Petrasso,1500000
Primeira Liga,Rio Ave,Julien Lomboto,200000
Primeira Liga,Rio Ave,João Tomé,400000
Primeira Liga,Rio Ave,Georgios Liavas,600000
Primeira Liga,Rio Ave,Brandon Aguilera,2000000
Primeira Liga,Rio Ave,Georgios Okkas,100000
Primeira Liga,Rio Ave,Ole Pohlmann,1500000
Primeira Liga,Rio Ave,Tobias Medina,800000
Primeira Liga,Rio Ave,Tamás Nikitscher,500000
Primeira Liga,Rio Ave,Omar Richards,2000000
Primeira Liga,Rio Ave,Leonardo Buta,1500000
Primeira Liga,Rio Ave,Joao Graça,300000
Primeira Liga,Santa Clara,Lucas França,600000
Primeira Liga,Santa Clara,Pedro Pacheco,75000
Primeira Liga,Santa Clara,Frederico Venâncio,500000
Primeira Liga,Santa Clara,Lucas Soares,600000
Primeira Liga,Santa Clara,Diogo Calila,500000
Primeira Liga,Santa Clara,MT,4500000
Primeira Liga,Santa Clara,Pedro Ferreira,2000000
Primeira Liga,Santa Clara,Gabriel Batista,4000000
Primeira Liga,Santa Clara,Paulo Victor,1000000
Primeira Liga,Sporting CP,Rui Silva,8000000
Primeira Liga,Sporting CP,João Virgínia,1000000
Primeira Liga,Sporting CP,Diego Callai,1200000
Primeira Liga,Sporting CP,Francisco Silva,300000
Primeira Liga,Sporting CP,Nuno Santos,14000000
Primeira Liga,Sporting CP,Eduardo Quaresma,15000000
Primeira Liga,Sporting CP,Georgios Vagiannidis,11000000
Primeira Liga,Sporting CP,Gonçalo Inácio,45000000
Primeira Liga,Sporting CP,Zeno Debast,30000000
Primeira Liga,Sporting CP,Iván Fresneda,12000000
Primeira Liga,Sporting CP,Ousmane Diomande,45000000
Primeira Liga,Sporting CP,Giorgi Kochorashvili,600000
Primeira Liga,Sporting CP,Pedro Gonçalves,30000000
Primeira Liga,Sporting CP,Maxi Araújo,22000000
Primeira Liga,Sporting CP,Rodrigo Zalazar,20000000
Primeira Liga,Sporting CP,Daniel Bragança,10000000
Primeira Liga,Sporting CP,Geny Catamo,15000000
Primeira Liga,Sporting CP,Rômulo,450000
Primeira Liga,Tondela,Gabriel Souza,75000
Primeira Liga,Tondela,Lucas Cañizares,400000
Primeira Liga,Tondela,Bebeto,150000
Primeira Liga,Tondela,João Afonso,100000
Primeira Liga,Tondela,Christian Marques,300000
Primeira Liga,Tondela,Remy Vita,500000
Primeira Liga,Tondela,João Silva,1500000
Primeira Liga,Tondela,Rodrigo Conceição,1000000
Primeira Liga,Tondela,Tiago Manso,600000
Primeira Liga,Vitoria de Guimaraes,Dieu-Merci Michel,300000
Primeira Liga,Vitoria de Guimaraes,Charles,300000
Primeira Liga,Vitoria de Guimaraes,Rodrigo Abascal,600000
Primeira Liga,Vitoria de Guimaraes,Orest Lebedenko,400000
Primeira Liga,Vitoria de Guimaraes,João Mendes,1000000
Primeira Liga,Vitoria de Guimaraes,Miguel Nóbrega,400000
Primeira Liga,Vitoria de Guimaraes,Tony Strata,50000
Primeira Liga,Vitoria de Guimaraes,Samu,1500000
Primeira Liga,Vitoria de Guimaraes,Telmo Arcanjo,3000000
Primeira Liga,Vitoria de Guimaraes,Gonçalo Nogueira,250000
Primeira Liga,Vitoria de Guimaraes,André Oliveira,650000
MLS,Austin FC,Oleksandr Svatok,2000000
MLS,Austin FC,Mikkel Desler,3000000
MLS,Austin FC,Jon Gallagher,2000000
MLS,Austin FC,Brendan Hines-Ike,700000
MLS,Austin FC,Besard Sabovic,500000
MLS,Charlotte FC,Tim Ream,800000
MLS,Charlotte FC,Harry Toffolo,2000000
MLS,Charlotte FC,David Schnegg,1800000
MLS,Charlotte FC,Ashley Westwood,850000
MLS,Charlotte FC,Luca de la Torre,3000000
MLS,Charlotte FC,Pep Biel,3000000
MLS,Charlotte FC,Djibril Diani,500000
MLS,Charlotte FC,Liel Abada,7000000
MLS,CF Montréal,Sébastian Breza,600000
MLS,Atlanta United FC,Stian Gregersen,2000000
MLS,Atlanta United FC,Ronald Hernández,450000
MLS,Atlanta United FC,Enea Mihaj,4000000
MLS,Atlanta United FC,Pedro Amador,700000
MLS,Atlanta United FC,Steven Alzate,4000000
MLS,Atlanta United FC,Tristan Muyumba,1000000
MLS,Atlanta United FC,Juan Berrocal,1500000
MLS,Colorado Rapids,Zack Steffen,2000000
MLS,Colorado Rapids,Rob Holding,3000000
MLS,Colorado Rapids,Reggie Cannon,3000000
MLS,Colorado Rapids,Hamzat Ojediran,1000000
MLS,Colorado Rapids,Paxten Aaronson,7000000
MLS,Colorado Rapids,Ali Fadal,100000
MLS,Colorado Rapids,Andreas Maxsø,1200000
MLS,Colorado Rapids,Sam Vines,1500000
MLS,Colorado Rapids,Connor Ronan,1000000
MLS,Columbus Crew,Rudy Camacho,500000
MLS,Columbus Crew,Steven Moreira,1500000
MLS,Columbus Crew,Malte Amundsen,2500000
MLS,Columbus Crew,Dylan Chambost,700000
MLS,D.C. United,Silvan Hefti,2500000
MLS,D.C. United,Kye Rowles,1200000
MLS,D.C. United,Caden Clark,2000000
MLS,D.C. United,David Schnegg,1800000
MLS,FC Cincinnati,Fabian Mrozek,200000
MLS,FC Cincinnati,Matt Miazga,1800000
MLS,FC Cincinnati,Teenage Hadebe,2000000
MLS,FC Cincinnati,Evander,8000000
MLS,FC Cincinnati,Obinna Nwobodo,2500000
MLS,FC Cincinnati,Brad Smith,850000
MLS,FC Cincinnati,Lukas Engel,2200000
MLS,FC Dallas,Shaq Moore,1500000
MLS,FC Dallas,Osaze Urhoghide,600000
MLS,FC Dallas,Christian Cappis,600000
MLS,Houston Dynamo FC,Jonathan Bond,800000
MLS,Houston Dynamo FC,Erik Sviatchenko,1500000
MLS,Houston Dynamo FC,Sam Vines,1500000
MLS,Houston Dynamo FC,Diadie Samassekou,1000000
MLS,Houston Dynamo FC,Ondrej Lingr,3500000
MLS,Inter Miami CF,Sergio Reguilón,12000000
MLS,Inter Miami CF,Rodrigo De Paul,15000000
MLS,Inter Miami CF,Telasco Segovia,4500000
MLS,Inter Miami CF,Oscar Ustari,600000
MLS,Inter Miami CF,Jordi Alba,4000000
MLS,LA Galaxy,Brady Scott,125000
MLS,LA Galaxy,Maya Yoshida,500000
MLS,LA Galaxy,Marco Reus,5000000
MLS,LAFC,Hugo Lloris,1200000
MLS,LAFC,Sergi Palencia,2000000
MLS,LAFC,Ryan Porteous,2500000
MLS,LAFC,Artem Smolyakov,1800000
MLS,LAFC,Timothy Tillman,1500000
MLS,LAFC,Igor Jesus,3500000
MLS,LAFC,Tyler Boyd,600000
MLS,Minnesota United FC,Kyle Duncan,1500000
MLS,Minnesota United FC,Nectarios Triantis,2500000
MLS,Minnesota United FC,Joaquín Pereyra,4500000
MLS,Nashville SC,Brian Schwake,250000
MLS,Nashville SC,Andy Nájar,500000
MLS,Nashville SC,Maxwell Woledzi,400000
MLS,Nashville SC,Hany Mukhtar,12000000
MLS,Nashville SC,Bryan Acosta,1200000
MLS,New England Revolution,Matt Turner,7000000
MLS,New England Revolution,Mamadou Fofana,1800000
MLS,New England Revolution,Brayan Ceballos,1800000
MLS,New York City FC,Maxi Morález,200000
MLS,New York City FC,Aiden O'Neill,1500000
MLS,New York City FC,James Sands,2500000
MLS,New York City FC,Keaton Parks,4000000
MLS,New York City FC,Strahinja Tanasijevic,500000
MLS,Orlando City SC,Adrián Marín,1500000
MLS,Orlando City SC,Wilder Cartagena,2500000
MLS,Orlando City SC,Iván Angulo,1500000
MLS,Philadelphia Union,Alejandro Bedoya,250000
MLS,Philadelphia Union,Indiana Vassilev,1500000
MLS,Philadelphia Union,Danley Jean Jacques,2000000
MLS,Portland Timbers,Cole Bassett,2000000
MLS,Portland Timbers,David Da Costa,6000000
MLS,Portland Timbers,Dario Zuparic,1500000
MLS,Real Salt Lake,DeAndre Yedlin,2000000
MLS,Real Salt Lake,Alexandros Katranis,650000
MLS,Real Salt Lake,Lukas Engel,2200000
MLS,Real Salt Lake,Stijn Spierings,1200000
MLS,Real Salt Lake,Juan Manuel Sanabria,7000000
MLS,Real Salt Lake,Zach Booth,500000
MLS,Real Salt Lake,Brayan Vera,1000000
MLS,New York Red Bulls,Ethan Horvath,1800000
MLS,New York Red Bulls,Justin Che,700000
MLS,New York Red Bulls,Robert Voloder,1500000
MLS,New York Red Bulls,Emil Forsberg,5000000
MLS,New York Red Bulls,Cameron Harper,600000
MLS,New York Red Bulls,Kyle Duncan,1500000
MLS,San Diego FC,Duran Ferree,150000
MLS,San Diego FC,Jeppe Tverskov,600000
MLS,San Diego FC,Anders Dreyer,15000000
MLS,San Jose Earthquakes,Vítor Costa,500000
MLS,San Jose Earthquakes,Ronaldo Vieira,1500000
MLS,San Jose Earthquakes,Ian Harkes,450000
MLS,San Jose Earthquakes,Bruno Wilson,900000
MLS,Seattle Sounders FC,Albert Rusnák,2500000
MLS,Sporting Kansas City,Zorhan Bassong,250000
MLS,Sporting Kansas City,Manu García,3500000
MLS,Sporting Kansas City,Lasse Berg Johnsen,1800000
MLS,Sporting Kansas City,Tim Leibold,1000000
MLS,Sporting Kansas City,Logan Ndenbe,2000000
MLS,Sporting Kansas City,Robert Voloder,1500000
MLS,St. Louis City SC,Roman Bürki,2500000
MLS,St. Louis City SC,Timo Baumgartl,1800000
MLS,St. Louis City SC,Fallou Fall,100000
MLS,St. Louis City SC,Eduard Löwen,4500000
MLS,St. Louis City SC,Marcel Hartel,2800000
MLS,St. Louis City SC,Tomas Ostrak,1800000
MLS,Toronto FC,Matheus Pereira,2500000
MLS,Toronto FC,Zane Monlouis,400000
MLS,Toronto FC,Djordje Mihailovic,3000000
MLS,Vancouver Whitecaps,Sebastian Schonlau,2000000
MLS,Vancouver Whitecaps,Sam Adekugbe,1800000
MLS,Vancouver Whitecaps,Ryan Gauld,7000000
MLS,Vancouver Whitecaps,Andrés Cubas,4500000
MLS,Vancouver Whitecaps,Thomas Müller,5000000
MLS,Vancouver Whitecaps,Emmanuel Sabbi,2500000
MLS,Chicago Fire FC,Anton Saletros,1500000
MLS,Chicago Fire FC,Robin Lod,2500000
MLS,Chicago Fire FC,André Franco,2000000
